REGIÓN,PROVINCIA,DISTRITO,NOMBRE DEL RECURSO,SUB TIPO CATEGORÍA,URL,LATITUD,LONGITUD
San Martín,Rioja,RIOJA,Cueva De Cascayunga,Grutas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1873,-7.723.987.221,-6.100.205.168
Pasco,Daniel Alcides Carrion,YANAHUANCA,Sitio Arqueológico Ichugan,Ciudadelas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1874,-76.537.538,-10.491.825
Moquegua,General Sanchez Cerro,OMATE,Templo Colonial De San Bernardo De Quinistacas,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1876,-709.699,-166.737
Moquegua,General Sanchez Cerro,OMATE,Reloj Solar Grabado En Piedra.,Piezas con valor histórico,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1878,-7.096.979.717,-1.667.362.307
Moquegua,General Sanchez Cerro,QUINISTAQUILLAS,Volcán Huaynaputina,Volcanes,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1879,-7.086.979.866,-1.661.497.331
Ucayali,Coronel Portillo,CAMPOVERDE,Laguna Pimientacocha,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1888,-74.787.376,-8.519.918
Lima,Lima,BARRANCO,Parque Húsares De Junín De Barranco,Parques,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1890,-7.702.616.398,-1.213.990.874
Lima,Lima,BARRANCO,Biblioteca Municipal Manuel Beingolea,Biblioteca,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1896,-77.021.361,-12.149.867
Lima,Lima,BARRANCO,Parque Municipal De Barranco,Parques,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1913,-7.702.119.823,-1.214.930.662
Moquegua,Mariscal Nieto,MOQUEGUA,Catedral Santo Domingo-Moquegua,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1914,-709.338,-1.719.379
Áncash,Pallasca,PAMPAS,Catarata Huambavalle,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11905,-7.787.064.113,-818.663.051
Lima,Lima,PUEBLO LIBRE,"Museo Nacional De Arqueología, Antropología E Historia Del Perú - Casa Quinta De Los Libertadores",Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1931,-7.706.214.705,-1.207.720.279
Loreto,Datem Del Marañon,BARRANCA,Fiesta Del Santo Patrono San Lorenzo,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1933,,
Lima,Lima,RÍMAC,Mirador Del Cerro San Cristóbal,Miradores,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1937,-770.179,-120.345
Lima,Oyon,PACHANGARA,Complejo Termal Las Gemelas,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1943,-768.794.641,-108.188.588
Cajamarca,Cutervo,SAN ANDRÉS DE CUTERVO,Parque Nacional Cutervo,Parques Nacionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1944,-7.872.497,-6.138.974
San Martín,Mariscal Caceres,HUICUNGO,Parque Nacional Río Abiseo,Parques Nacionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1945,-7.728.607.178,-7.683.773.321
Ayacucho,Huamanga,QUINUA,Santuario Histórico De La Pampa De Ayacucho,Santuarios Históricos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1947,-74.131.269,-13.042.215
Junín,Chupaca,CHUPACA,Danza De Los Shapish De Chupaca,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1951,-752.897,-120.628
Cajamarca,Chota,QUEROCOTO,Bosque De Protección De Pagaibamba,Bosques de protección,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1952,-79.058.876,-641.242
San Martín,Rioja,NUEVA CAJAMARCA,Plaza De La Cultura De Nueva Cajamarca,Plazas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1953,-7.730.929.971,-5.940.719.566
Lambayeque,Ferreñafe,INCAHUASI,Refugio De Vida Silvestre De Laquipampa,Refugio de Vida Silvestre,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1961,-7.948.273.668,-6.355.657.391
Lima,Lima,LIMA,Teatro Municipal De Lima,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1965,-7.703.487.754,-1.204.539.585
Loreto,Maynas,TORRES CAUSANA,Parque Nacional Güeppi - Sekime,Parques Nacionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1969,-7.480.865.479,-611.102.915
Loreto,Maynas,SAN JUAN BAUTISTA,Reserva Nacional Allpahuayo - Mishana,Reservas Nacionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1971,-736.063.385,-3.944.405.681
Lima,Lima,SAN MIGUEL,Complejo Arqueológico Maranga,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1978,-7.708.571.076,-1.207.068.186
Lima,Lima,LIMA,Museo Nacional De La Cultura Peruana,Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1981,-7.704.303.327,-1.204.787.825
Lima,Lima,LIMA,Museo José Carlos Mariátegui,Casas Museo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1991,-7.703.893.605,-1.206.389
Lima,Lima,BARRANCO,La Bajada De Los Baños Y Mirador,Paseos peatonales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=1993,-7.702.354.609,-1.214.962.887
Lima,Lima,RÍMAC,Museo De Los Descalzos,Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2008,-770.247,-120.338
Áncash,Carhuaz,CARHUAZ,Domingo De Cuasimodo - Carhuaz,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11924,-771.423,-118.989
Lima,Lima,SANTIAGO DE SURCO,Museo De Historia Natural De La Universidad Ricardo Palma,Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2018,-7.698.073.961,-121.324.254
Arequipa,Islay,PUNTA DE BOMBÓN,Playa La Punta De Bombón,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2030,-7.179.118.996,-1.719.047.739
Arequipa,Islay,MOLLENDO,Malecón Ratti,Malecones,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2032,-7.201.524.221,-1.703.109.439
Arequipa,Islay,MOLLENDO,Castillo Forga,Castillo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2033,-7.201.472,-1.702.306
Arequipa,Islay,MOLLENDO,Estación Ferroviaria De Mollendo,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2034,-7.201.456.898,-1.703.077.125
Apurímac,Abancay,CURAHUASI,Mirador Capitán Rumi,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2039,-7.270.722.449,-1.351.914.162
Lambayeque,Lambayeque,LAMBAYEQUE,Capilla De San Francisco De Asís,Capilla,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2044,-79.906,-67.033
Lima,Huaura,VEGUETA,"Reserva Nacional Sistema De Islas, Islotes Y Puntas Guaneras  Isla Don Martín",Islas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2054,-77.671.032,-11.018.791
Lima,Huaura,HUACHO,Playa Hornillos,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2056,-77.595.477,-1.115.489.137
Lima,Huaura,HUACHO,Playa Chica - Huacho,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2057,-7.760.026.641,-1.115.489.137
Lima,Huaura,HUACHO,Playa El Paraíso,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2059,-7.759.655,-1.120.617
Callao,Callao,LA PUNTA,Playa Cantolao,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2070,-7.716.558.695,-1.207.020.974
Áncash,Yungay,YUNGAY,Laguna 69,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2089,-7.761.209.668,-9.010.526.315
Junín,Huancayo,EL TAMBO,Cruz De La Paz De Achkamarka,Miradores,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2093,-75.197.368,-12.014.497
Junín,Concepcion,MITO,Danza De La Huaconada De Mito,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2094,-753.417,-119.377
Huancavelica,Huancavelica,HUANCAVELICA,Bajada De Reyes De Huancavelica,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2096,-749.758,-12.787
Cusco,Urubamba,URUBAMBA,Bajada De Reyes En  Patacancha,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2097,-721.163,-133.062
Huancavelica,Huancavelica,HUANCAVELICA,Fiesta Dulce Nombre De Jesus Y Fajardito- Baile De Los Negritos Niño Perdido.,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2098,-749.758,-12.787
Huánuco,Huanuco,HUANUCO,Danza Los Negritos De Huánuco,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2100,-762.405,-992.703
Junín,Jauja,YAUYOS,Danza De La Tunantada De Yauyos,Música y Danzas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2101,-754.991,-117.825
La Libertad,Trujillo,TRUJILLO,Concurso Nacional De Marinera,Concursos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2102,-790.335,-81.095
Lima,Lima,MIRAFLORES,Playa Punta Roquitas,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2110,-7.704.353.832,-1.212.289.462
Lima,Lima,MIRAFLORES,Playa Waikiki,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2112,-7.703.901.322,-1.212.573.134
Lima,Lima,MIRAFLORES,Playa Redondo,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2114,-7.703.285.515,-1.213.185.153
Lima,Lima,BARRANCO,Parque Federico Villarreal,Parques,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2118,-7.702.289.343,-1.214.868.883
Junín,Chupaca,CHONGOS BAJO,Capilla El Copón,Capilla,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2130,-75.274.142,-1.213.352
La Libertad,Otuzco,HUARANCHAL,Baños Termales De Huaranchal,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2136,-7.844.422.815,-770.436.798
Pasco,Daniel Alcides Carrion,YANAHUANCA,Baños Termales De Tambochaca,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2139,-7.654.696,-104.911
Pasco,Daniel Alcides Carrion,YANAHUANCA,Baños Termales De Villo,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2140,-765.467.684,-1.049.098.198
Lima,Yauyos,HUANCAYA,Fiesta Patronal San Juan Bautista De Vilca,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2147,,
Piura,Piura,CATACAOS,Las Dormilonas,Orfebrería,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2152,-806.766,-526.988
Piura,Talara,EL ALTO,Playa Cabo Blanco,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2154,-8.123.260.975,-4.250.166.143
Piura,Paita,PAITA,Puerto De Paita,Puertos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2156,-8.110.615.969,-5.084.970.387
Piura,Piura,CATACAOS,Semana Santa En Catacaos,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2159,-806.766,-526.988
La Libertad,Trujillo,TRUJILLO,Festival De La Primavera De Trujillo,Festivales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2160,-790.335,-81.095
Piura,Paita,PAITA,Fiesta De La Virgen De Las Mercedes De Paita,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2161,-811.166,-508.837
La Libertad,Trujillo,HUANCHACO,Caballitos De Totora De Trujillo,"Tejidos(lanas, fibras de animales, fibra vegetal. Etc)",https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2162,-791.217,-808.162
Áncash,Bolognesi,PACLLON,Cordillera  Huayhuash,Cordillera,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2166,-7.689.794.492,-1.029.971.922
Lambayeque,Lambayeque,MOTUPE,Fiesta Religiosa De La Santísima Cruz De Chalpón De Motupe,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2168,-797.154,-615.368
Lambayeque,Chiclayo,MONSEFU,Sombrero De Paja De Monsefú,"Tejidos(lanas, fibras de animales, fibra vegetal. Etc)",https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2170,-798.715,-687.867
Áncash,Carhuaz,SAN MIGUEL DE ACO,Sitio Arqueológico De Honcopampa,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2173,-77.516.156,-9.359.295
Áncash,Huaylas,PUEBLO LIBRE,Puyas De Winchus - Pueblo Libre,Lugares pintorescos de flora y fauna,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2175,-7.787.251.032,-9.110.867.983
Áncash,Santa,CHIMBOTE,Isla Blanca,Islas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2176,-78.621.426,-9.099.893
Áncash,Huaraz,HUARAZ,Mirador De Rataquenua,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2177,-77.515.012,-9.535.753
Áncash,Huari,CHAVIN DE HUANTAR,Pueblo Histórico De Chavín De Huantar,Históricos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2180,-77.177.908,-9.588.662
Lambayeque,Chiclayo,ETEN PUERTO,Leyenda De La Media Luna,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2188,-798.665,-692.715
Amazonas,Bongara,VALERA,Catarata Gocta,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2191,-77.887.359,-6.023.029
Pasco,Pasco,HUAYLLAY,Santuario Nacional De Huayllay,Santuarios Nacionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2194,-763.209.365,-109.593.378
Lima,Lima,CHORRILLOS,Humedales De Los Pantanos De Villa,Refugio de Vida Silvestre,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2195,-7.697.903.417,-1.221.849.396
Puno,Puno,PUNO,Festividad De La Virgen De La Candelaria,Fiestas religiosas-patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2196,-70.028,-158.407
Lima,Huaral,AUCALLAMA,Sitio Arqueológico Las Shicras,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2200,-7.711.026.266,-1.147.407.523
San Martín,Moyobamba,MOYOBAMBA,Reserva Ecológica Tingana,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2210,-7.711.492.538,-5.915.727.009
Cusco,Quispicanchi,OCONGATE,Nevado De Ausangate,Nevado,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2216,-7.123.224.503,-1.379.073.257
Áncash,Pallasca,PAMPAS,Carnaval En Pampas,"Fiestas Tradicionales(Herranza, carnavales, otros)",https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11912,,
Cusco,Cusco,CUSCO,Calle Hatunrumiyoc,Paseos peatonales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2230,-7.197.630.663,-1.351.596.106
Áncash,Pallasca,PAMPAS,Laguna Pelagatos,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11906,-7.779.781.341,-8.178.838.071
Cusco,La Convencion,KIMBIRI,Cataratas Las Golondrinas,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2234,-735.894.275,-126.743.632
Cusco,Cusco,CUSCO,Museo De Arte Religioso,Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2235,-7.197.648.366,-1.351.620.965
Cusco,Cusco,CUSCO,Templo De Santa Ana,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2238,-7.198.571.776,-1.351.468.954
Cusco,Cusco,CUSCO,Sitio Arqueológico De Kusicancha,Zonas arqueológicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2239,-7.197.574.869,-1.351.882.633
Tacna,Tacna,CALANA,Iglesia Virgen Del Rosario De Calana,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11838,-701.873.785,-1.793.844.017
Áncash,Pallasca,PAMPAS,Sitio Arqueológico De Huachaper,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12269,-778.837.739,-8.213.085.846
Puno,Melgar,AYAVIRI,Mirador Kolqueparque,Cerros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12624,-7.058.141.828,-1.488.121.159
Puno,Sandia,CUYOCUYO,Baños Termales De Jathun Phutina,Ojos de agua,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2248,-6.955.028.006,-1.448.757.628
Puno,Lampa,SANTA LUCIA,Baños Termales Geiseres De Pinaya,Ojos de agua,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2249,-7.088.783.383,-1.556.683.092
Puno,Melgar,AYAVIRI,Paraíso Natural De Keñuacuyo,Lugares pintorescos de flora y fauna,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12623,-7.058.951.712,-150.363.169
Ayacucho,Huanta,LLOCHEGUA,Catarata Virgen Ccasa,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12933,-74.038.782,-12.385.943
Ayacucho,Huanta,LLOCHEGUA,Mirador Junín Libertad,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12934,-7.400.176.238,-123.740.812
Ayacucho,Huanta,LLOCHEGUA,Pantanos De Llochegua,Pantano,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12925,-73.905.691,-12.411.739
Ayacucho,Victor Fajardo,HUANCARAYLLA,Mirador De Kinchaco,Miradores naturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12826,-74.126.819,-13.723.331
Ayacucho,Paucar Del Sara Sara,PAUSA,Sitio Arqueológico Filo De Shilcani,Ciudadelas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12631,-73.369.461,-15.337.319
Tacna,Jorge Basadre,ILABAYA,Cataratas De Panina,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2272,-70.414.587,-17.306.161
Cajamarca,Cajamarca,CAJAMARCA,Museo De Arte Religioso San Antonio De Padua (San Francisco),Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2295,-78.516.035,-7.158.308.335
Cajamarca,Cajamarca,ENCAÑADA,Ventanillas De Combayo,Cementerios,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2298,-78.398.318,-7.041.302
Cajamarca,Cajamarca,CAJAMARCA,Casona Del Conde Uceda,Casa de Valor Arquitectónico,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2303,-7.851.914.539,-7.156.250.701
Cajamarca,Cajamarca,CAJAMARCA,Casona De Toribio Casanova,Casa de Valor Arquitectónico,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2304,-7.851.978.239,-7.154.217.193
Cajamarca,Cajamarca,CAJAMARCA,Centro Historico De Cajamarca,Centros Históricos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2328,-7.851.777.434,-7.156.719.759
Cajamarca,Cajabamba,CAJABAMBA,Quebrada Las Pozas Del Chivato Huayco,Quebradas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2335,-78.045.396,-7.627.328
Puno,Carabaya,CORANI,Glaciar Quelcaya - Corani,Nevado,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12650,-7.080.771,-13.914.377
Ayacucho,Huamanga,ANDRÉS AVELINO CÁCERES DORREGARAY,Valle La Glorieta,Valles,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=12352,-7.419.093.054,-1.314.207.954
Cajamarca,Cajabamba,CAJABAMBA,Laguna El Ponte,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2338,-78.084.871,-7.602.771
Lambayeque,Chiclayo,CHONGOYAPE,Petroglifos Del Cerro Mulato,Petroglifos (Grabados en piedra),https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2339,-7.959.053.874,-662.884.951
Cajamarca,Cajabamba,CAJABAMBA,Cascada De Cochicorral O Cochecorral,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2344,-779.925,-758.343
Lambayeque,Chiclayo,CHICLAYO,Plazuela Elías Aguirre,Plazuelas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2345,-79.843,-677.108
Lambayeque,Chiclayo,CHICLAYO,Palacio Municipal De Chiclayo,Palacio,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2346,-7.983.814,-6.771.306
Lambayeque,Chiclayo,CHICLAYO,Paseo De Las Musas,Paseos peatonales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2347,-7.983.889,-67.792
Lambayeque,Chiclayo,ETEN PUERTO,Playa Media Luna,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=2349,-798.634,-695.056
